0,1,2,3,4,5,6,7,8,9
0.68211,0.34411,0.36548,0.43576,0.17435,0.26637,0.30324,0.17954,0.30902,0.33864,
0.11057,0.30214,0.40223,0.01332,0.03234,0.25465,0.24713,0.17954,0.06424,0.22728,
0.01056,0.06436,0.39184,0.02818,0.32656,0.44677,0.46635,0.56566,0.21899,0.33439,
0.13185,0.51475,0.34134,0.13291,0.71082,0.44677,0.32991,0.14008,0.03520,0.54336,
0.04118,0.42470,0.34101,0.18671,0.09606,0.03282,0.32991,0.05116,0.00694,0.03688,
0.12535,0.12189,0.22647,0.21099,0.14419,0.03282,0.26875,0.07411,0.04489,0.07750,
0.24128,0.00172,0.01555,0.22684,0.18431,0.03282,0.15935,0.04149,0.09404,0.01638,
0.07973,0.06690,0.14107,0.03016,0.02982,0.08535,0.20970,0.01288,0.12454,0.01638,
1.44955,1.35606,1.42201,1.40281,1.24676,1.41387,1.06300,1.47123,1.15118,1.46003,
1.44955,1.39749,1.43111,1.41973,1.38000,1.41251,1.30012,1.38520,1.31607,1.45471,
1.44589,1.40790,1.43111,1.41662,1.40046,1.41141,1.38226,1.41447,1.37097,1.41481,
1.41071,1.41357,1.43111,1.42924,1.40960,1.41442,1.40098,1.42803,1.39558,1.41695,
1.42576,1.42767,1.42663,1.42924,1.41387,1.42732,1.40942,1.43364,1.40685,1.41719,
1.42072,1.42126,1.42663,1.43320,1.41419,1.42140,1.41215,1.42861,1.42303,1.41629,
1.45122,1.39863,1.42663,1.39757,1.39380,1.44679,1.44352,1.45387,1.44740,1.39560,
1.39935,1.36051,1.42663,1.35969,1.46515,1.40117,1.39662,1.46166,1.46779,1.45384,
1.33599,1.46538,1.42663,1.31827,1.48345,1.35994,1.33407,1.40201,1.48751,1.38825,
1.47334,1.48736,1.42663,1.30222,1.41575,1.46828,1.28446,1.49369,1.33995,1.49656,
1.50280,1.40986,1.49936,1.16071,1.41575,1.36639,1.26000,1.49595,1.29296,1.34479,
1.25428,1.29405,1.40424,1.47825,1.41575,1.27236,1.24748,1.42654,1.47222,1.48407,
1.22267,1.25484,1.49749,1.38308,1.41575,1.20411,1.23987,1.50029,1.50466,1.49323,
1.07167,1.44435,1.49735,1.38308,1.49646,1.23923,0.72431,1.38340,1.17253,1.50663,
1.35548,1.41216,1.33095,1.42226,1.25236,1.23923,1.18597,1.27187,1.35154,1.39416,
1.36248,1.02816,1.36850,0.87017,0.92206,1.23923,1.39802,1.44079,1.10776,1.02167,
1.41239,1.03688,0.99920,1.31636,1.32611,1.38885,1.05849,0.72218,1.10776,1.07294,
1.35224,1.03688,0.39574,0.84852,1.36955,1.27306,1.38919,1.07469,0.65776,1.41509,
0.93266,1.31362,1.12254,0.29610,1.45607,1.18537,1.32241,0.87830,0.65776,0.96550,
1.15619,0.44658,0.98643,0.29610,0.57138,0.49836,0.74493,0.45891,0.32658,0.56120,
0.84284,0.84222,0.92782,0.29610,0.65350,0.52281,0.66677,0.33107,0.28591,0.33850,
0.54492,1.05360,0.36339,0.25350,0.41864,0.51388,0.03866,0.06476,0.28591,0.85344,
0.92453,0.27534,0.02200,0.25350,0.38524,0.89038,0.08418,0.69147,0.25510,0.64850,
0.03928,0.20830,0.39896,0.25350,0.59889,0.60294,0.04229,0.50482,0.19940,0.47876,
0.17308,0.05664,0.21647,0.31433,0.45819,0.25823,0.01366,0.42876,0.18723,0.00820,
0.13356,0.58493,1.23368,0.13206,0.93576,0.56226,0.24386,0.42876,0.19723,0.00304,
0.24923,0.03153,0.02668,0.00715,0.11881,0.06824,0.01712,0.15261,0.02965,0.09901,
0.23613,0.29540,0.09610,0.12293,0.18898,0.05483,0.18521,0.01853,0.05554,0.02985,
0.15384,0.06567,0.06870,0.06005,0.06413,0.05483,0.11225,0.01477,0.05497,0.07150,
0.05964,0.06424,0.03171,0.05154,0.05539,0.05483,0.09105,0.03565,0.01218,0.05362,
0.05607,0.07246,0.05749,0.05451,0.07305,0.05483,0.07714,0.03107,0.05170,0.06904,
0.07041,0.06795,0.00753,0.04874,0.02688,0.05483,0.04847,0.04119,0.06728,0.07746,
0.07082,0.05801,0.01584,0.04874,0.03859,0.01572,0.05555,0.03690,0.04706,0.00428,
0.03342,0.03069,0.04465,0.04874,0.03529,0.02534,0.05356,0.07179,0.05023,0.04111,
0.01810,0.04163,0.04465,0.01151,0.01108,0.03705,0.07109,0.05714,0.01291,0.04968,
0.01799,0.04334,0.04465,0.07319,0.05523,0.03077,0.00538,0.06724,0.02868,0.01114,
0.00951,0.01371,0.04465,0.05019,0.05023,0.07228,0.05525,0.03120,0.07453,0.02878,
0.02678,0.04936,0.04465,0.05391,0.04359,0.01040,0.07215,0.04531,0.03612,0.02832,
0.01683,0.05865,0.04465,0.01459,0.06464,0.03999,0.01566,0.05577,0.01709,0.06503,
0.03324,0.05399,0.04465,0.05216,0.05041,0.05908,0.00841,0.05300,0.04795,0.01411,
0.04865,0.06925,0.04465,0.04857,0.05265,0.05165,0.03947,0.01489,0.05740,0.02599,
0.06978,0.00779,0.04465,0.05739,0.05157,0.04519,0.05735,0.02645,0.01086,0.05389,
0.01582,0.03368,0.04465,0.05348,0.05160,0.05543,0.05222,0.06060,0.01075,0.04565,
0.04926,0.03205,0.04465,0.05370,0.01559,0.01716,0.04514,0.05580,0.06533,0.01932,
0.01417,0.02808,0.04465,0.04944,0.01512,0.04379,0.06123,0.05198,0.03907,0.02905,
0.02850,0.07150,0.04465,0.04915,0.03673,0.01610,0.04733,0.06490,0.01565,0.01662,
0.04284,0.01014,0.04465,0.01370,0.04093,0.02869,0.06311,0.05247,0.03114,0.03808,
0.05690,0.03548,0.04465,0.03242,0.04296,0.01188,0.01114,0.04999,0.02808,0.05695,
0.00793,0.05706,0.04465,0.03434,0.02683,0.03339,0.03476,0.01211,0.06357,0.00301,
0.56250,0.04711,0.04465,0.43307,0.30818,0.65743,0.51329,0.57787,0.50735,0.46399,
0.33926,0.32609,0.04465,0.09835,0.13625,0.31223,0.24065,0.28228,0.29719,0.27168,
0.11660,0.19859,0.04465,0.07491,0.05937,0.17066,0.11029,0.11374,0.18328,0.18111,
0.05069,0.06363,0.04465,0.07495,0.05746,0.07551,0.04599,0.06655,0.07665,0.08341,
0.05086,0.05083,0.04465,0.07170,0.07234,0.06479,0.06238,0.05416,0.06503,0.05915,
0.01082,0.06783,0.04465,0.06059,0.04961,0.03123,0.02953,0.06042,0.05674,0.06523,
0.05711,0.05109,0.04465,0.07292,0.06338,0.05445,0.05823,0.01880,0.05281,0.00591,
0.01436,0.02892,0.04465,0.00683,0.00452,0.04991,0.01841,0.04461,0.02415,0.03395,
0.03404,0.03605,0.04465,0.03398,0.03478,0.00345,0.04443,0.06151,0.03011,0.03115,
0.03957,0.01133,0.04465,0.03103,0.03220,0.06786,0.04632,0.02861,0.03732,0.01368,
0.04227,0.02655,0.04465,0.01400,0.04233,0.01654,0.06612,0.01459,0.04232,0.02615,
0.02752,0.01026,0.04465,0.02616,0.04282,0.04838,0.01239,0.03294,0.05022,0.05411,
0.01513,0.03219,0.04465,0.01026,0.04927,0.05119,0.02768,0.03078,0.05232,0.03015,
0.03344,0.05285,0.04465,0.07079,0.05187,0.04432,0.07447,0.01713,0.01611,0.05599,
0.03140,0.05285,0.04465,0.05558,0.06530,0.05995,0.01300,0.03905,0.03566,0.04663,
0.05397,0.05977,0.04465,0.04489,0.01662,0.00598,0.03508,0.01685,0.03196,0.01908,
0.26663,0.43318,0.04465,0.39732,0.44263,0.20670,0.52921,0.24455,0.39021,0.28793,
0.14774,0.28542,0.04465,0.38179,0.39446,0.11669,0.01275,0.11913,0.23530,0.14651,
0.05190,0.11199,0.04465,0.17896,0.01227,0.07911,0.02907,0.03010,0.12823,0.07626,
0.06180,0.07614,0.04465,0.07174,0.02719,0.05934,0.04548,0.03654,0.07538,0.01359,
0.07505,0.05096,0.04465,0.04008,0.04148,0.07128,0.05044,0.06196,0.06296,0.01378,
0.06135,0.04453,0.04465,0.06159,0.05651,0.02521,0.04381,0.05483,0.05732,0.03688,
0.04283,0.06131,0.04465,0.04131,0.01018,0.01284,0.06467,0.06682,0.04265,0.05712,
0.01412,0.06892,0.01402,0.05858,0.03081,0.03755,0.05167,0.01111,0.04265,0.06269,
0.02500,0.03279,0.02654,0.05660,0.04450,0.07659,0.00826,0.03458,0.04265,0.05223,
0.00452,0.00920,0.04688,0.06752,0.00649,0.01874,0.03764,0.04010,0.04265,0.05493,
0.07104,0.07169,0.04583,0.02910,0.03170,0.03688,0.04403,0.01276,0.04265,0.04927,
0.03644,0.05452,0.06949,0.03197,0.04069,0.07537,0.04847,0.03449,0.04265,0.06375,
0.04243,0.07720,0.03262,0.04428,0.05314,0.06066,0.05357,0.00955,0.04265,0.06409,
0.06065,0.02786,0.03527,0.05139,0.06611,0.01128,0.03595,0.04324,0.04265,0.02833,
