0,1,2,3,4,5,6,7,8,9
0.61873,0.62707,0.62413,0.54726,0.62395,0.57926,0.57080,0.57272,0.57240,0.63335,
0.57377,0.57812,0.62043,0.53642,0.56452,0.61030,0.60526,0.54950,0.57240,0.60632,
0.53255,0.59264,0.53703,0.53642,0.58544,0.53953,0.53723,0.52011,0.58948,0.60575,
0.50368,0.53444,0.50570,0.49303,0.58882,0.50610,0.56378,0.52011,0.53265,0.56132,
0.50368,0.48198,0.48204,0.52130,0.47856,0.54254,0.49786,0.48863,0.54123,0.56855,
0.53085,0.48198,0.44409,0.46612,0.51771,0.47504,0.45399,0.46215,0.54873,0.53199,
0.47419,0.43420,0.42834,0.48743,0.52872,0.44440,0.43250,0.46215,0.43676,0.47472,
0.41152,0.39204,0.42834,0.48186,0.46615,0.46061,0.40643,0.48566,0.40752,0.42878,
0.43350,0.35884,0.39426,0.48322,0.41221,0.45773,0.40643,0.39617,0.36615,0.39482,
0.38953,0.33377,0.39426,0.35675,0.44600,0.44953,0.35828,0.35284,0.33835,0.43837,
0.38953,0.38656,0.43532,0.33105,0.46116,0.34057,0.41687,0.32891,0.33825,0.43655,
0.34043,0.38754,0.34380,0.29155,0.40417,0.31423,0.35479,0.30802,0.33825,0.41213,
0.34905,0.30534,0.30187,0.34349,0.31248,0.28709,0.35589,0.30802,0.29921,0.30312,
0.27303,0.26875,0.31922,0.26975,0.34590,0.28709,0.34790,0.32234,0.27092,0.24864,
0.21572,0.21203,0.23919,0.30639,0.34451,0.24365,0.31859,0.24093,0.21026,0.24864,
0.20191,0.20149,0.28782,0.25235,0.27092,0.24365,0.25932,0.19352,0.25241,0.22143,
0.22707,0.20149,0.16905,0.17667,0.21115,0.27412,0.20956,0.24574,0.25271,0.23630,
0.15334,0.13856,0.22386,0.17667,0.17059,0.14813,0.24479,0.16200,0.18904,0.23326,
0.18658,0.20631,0.17573,0.19830,0.17059,0.10680,0.12245,0.21761,0.15788,0.22634,
0.11844,0.20475,0.22355,0.12405,0.10972,0.15572,0.19231,0.24240,0.15788,0.11047,
0.16682,0.21103,0.11044,0.17061,0.10972,0.08203,0.13036,0.18942,0.18944,0.13691,
0.11633,0.18252,0.13642,0.11861,0.10972,0.14807,0.09919,0.17381,0.17224,0.09753,
0.08715,0.17168,0.17093,0.13152,0.12937,0.10141,0.03972,0.08293,0.16102,0.09753,
0.04569,0.06769,0.05191,0.03143,0.13984,0.09452,0.03972,0.03622,0.12816,0.04685,
0.10194,0.09436,0.08876,0.09007,0.07205,0.12240,0.08719,0.03622,0.05647,0.10205,
